name,country,subcountry,geonameid
Kankakee,United States,Illinois,4898182
Kankan,Guinea,Kankan,2419992
Kankauli,India,Maharashtra,1268035
Kanmaki,Japan,Nara,9633110
Kannabechō-yahiro,Japan,Hiroshima,1860176
Kannad,India,Maharashtra,1268020
Kannapolis,United States,North Carolina,4474040
Kannauj,India,Uttar Pradesh,1268011
Kanniyākumāri,India,Tamil Nadu,1268008
Kannod,India,Madhya Pradesh,1268007
Kannur,India,Kerala,1274987
Kano,Nigeria,Kano,2335204
Kanoya,Japan,Kagoshima,1860112
Kanpur,India,Uttar Pradesh,1267995
Kansanshi,Zambia,North-Western,913613
Kansas City,United States,Kansas,4273837
Kansas City,United States,Missouri,4393217
Kansk,Russia,Krasnoyarsk Krai,1504682
Kant,Kyrgyzstan,Chüy,1528193
Kantharalak,Thailand,Si Sa Ket,1610227
Kantyshevo,Russia,Ingushetiya Republic,553092
Kantābānji,India,Odisha,1267978
Kanuma,Japan,Tochigi,1860098
Kanuru,India,Andhra Pradesh,7302825
Kanye,Botswana,Ngwaketsi,933685
Kanzakimachi-kanzaki,Japan,Saga,1860095
Kan’onjichō,Japan,Kagawa,1860122
Kaohsiung,Taiwan,Takao,1673820
Kaolack,Senegal,Kaolack,2250805
Kapadvanj,India,Gujarat,1267939
Kapan,Armenia,Syunik,174875
Kapellen,Belgium,Flanders,2794730
Kapenguria,Kenya,West Pokot,194160
Kapiri Mposhi,Zambia,Central,913029
Kapit,Malaysia,Sarawak,1737185
Kapolei,United States,Hawaii,6957263
Kaposvár,Hungary,Somogy,3050616
Kapotnya,Russia,Moscow,553034
Kapsan-ŭp,North Korea,Yanggang-do,2043531
Kapūrthala,India,Punjab,1267911
Kaqun,China,Xinjiang,1280873
Kara,Togo,Kara,2366152
Kara Suu,Kyrgyzstan,Osh,1528091
Kara-Balta,Kyrgyzstan,Chüy,1528182
Kara-Kulja,Kyrgyzstan,Osh,8145969
Karabanovo,Russia,Vladimir Oblast,552977
Karabash,Russia,Chelyabinsk,1504636
Karabağlar,Turkey,İzmir Province,7701384
Karabulak,Russia,Ingushetiya Republic,552951
Karabük,Turkey,Karabük Province,744562
Karacabey,Turkey,Bursa Province,744537
Karachayevsk,Russia,Karachayevo-Cherkesiya Republic,552924
Karachev,Russia,Bryansk Oblast,552920
Karachi,Pakistan,Sindh,1174872
Karagandy,Kazakhstan,Karaganda,609655
Karaj,Iran,Alborz Province,128747
Karak City,Jordan,Karak,6946409
Karakol,Kyrgyzstan,Issyk-Kul,1528121
Karakoçan,Turkey,Elazığ,309663
Karakul’,Uzbekistan,Bukhara,1217084
Karaman,Turkey,Karaman,309527
Karamay,China,Xinjiang,1529401
Karamsad,India,Gujarat,1267862
Karamürsel,Turkey,Kocaeli,744168
Karangampel,Indonesia,West Java,1641342
Karanganom,Indonesia,Central Java,1641333
Karangsembung,Indonesia,West Java,1641184
Karanpur,India,Rajasthan,1255646
Karapınar,Turkey,Konya,309415
Karasu,Turkey,Sakarya,744092
Karasu Mahallesi,Turkey,Sakarya,744093
Karasuk,Russia,Novosibirsk Oblast,1504489
Karasuyama,Japan,Tochigi,2112354
Karatau,Kazakhstan,Zhambyl,1519938
Karatsu,Japan,Saga,1860063
Karauli,India,Rajasthan,1267819
Karaçoban,Turkey,Erzurum,310004
Karbala,Iraq,Karbalāʼ,94824
Karben,Germany,Hesse,2892980
Karcag,Hungary,Jász-Nagykun-Szolnok,719404
Kardzhali,Bulgaria,Kardzhali,729794
Kardítsa,Greece,Thessaly,260989
Kareli,India,Madhya Pradesh,1267794
Karera,India,Madhya Pradesh,1267786
Karhal,India,Uttar Pradesh,1267772
Karhula,Finland,Kymenlaakso,654137
Kari,Nigeria,Bauchi,2335015
Kariba,Zimbabwe,Mashonaland West,889215
Kariya,Japan,Aichi,1860034
Kariya,Japan,Hyōgo,1865412
Karjat,India,Maharashtra,1267742
Karlovac,Croatia,Karlovac,3345300
Karlovo,Bulgaria,Plovdiv,730565
Karlovy Vary,Czechia,Karlovarský kraj,3073803
Karlsfeld,Germany,Bavaria,2892874
Karlshamn,Sweden,Blekinge,2701727
Karlshorst,Germany,Berlin,2892811
Karlskoga,Sweden,Örebro,2701715
Karlskrona,Sweden,Blekinge,2701713
Karlsruhe,Germany,Baden-Wurttemberg,2892794
Karlstad,Sweden,Värmland,2701680
Karlstadt,Germany,Bavaria,2892786
Karmi’el,Israel,Northern District,294577
Karmāla,India,Maharashtra,1267716
Karnobat,Bulgaria,Burgas,730559
Karnāl,India,Haryana,1267708
Karoi,Zimbabwe,Mashonaland West,889191
Karol Bāgh,India,Delhi,1267696
Karoliniškės,Lithuania,Vilnius,8714608
Karonga,Malawi,Northern Region,235715
Karor,Pakistan,Punjab,1174720
Karori,New Zealand,Wellington,2189028
Karow,Germany,Berlin,2892705
Karpinsk,Russia,Sverdlovsk Oblast,1504343
Kars,Turkey,Kars Province,743952
Kartaly,Russia,Chelyabinsk,1504317
Kartasura,Indonesia,Central Java,2010985
Kartuzy,Poland,Pomerania,3096525
Kartārpur,India,Punjab,1267669
Karukh,Afghanistan,Herat,1137807
Karur,India,Tamil Nadu,1267648
Karuri,Kenya,Murang'A,193627
Karviná,Czechia,Moravskoslezský,3073789
Karwar,India,Karnataka,1267635
Karād,India,Maharashtra,1267904
Karīmganj,India,Assam,1267758
Karīmnagar,India,Telangana,1267755
Kasai,Japan,Hyōgo,11612478
Kasama,Japan,Ibaraki,2112343
Kasama,Zambia,Northern,912764
Kasamatsuchō,Japan,Gifu,1859998
Kasamwa,Tanzania,Geita,158289
Kasangulu,Democratic Republic of the Congo,Bas-Congo,2315057
Kasaoka,Japan,Okayama,1859990
Kasba,India,Bihar,1259108
Kasba Tadla,Morocco,Béni Mellal-Khénifra,2544720
Kaseda-shirakame,Japan,Kagoshima,1859964
Kasese,Uganda,Western Region,232066
Kaset Sombun,Thailand,Chaiyaphum,1610187
Kaset Wisai,Thailand,Roi Et,1610185
Kashgar,China,Xinjiang,1280849
Kashihara,Japan,Ōsaka,1859952
Kashihara-shi,Japan,Nara,1859951
Kashima,Japan,Saga,1859941
Kashima-shi,Japan,Ibaraki,1860748
Kashin,Russia,Tver Oblast,551986
Kashipur,India,Uttarakhand,1267579
Kashira,Russia,Moscow Oblast,551964
Kashiwa,Japan,Chiba,1859924
Kashiwazaki,Japan,Niigata,1859908
Kashmor,Pakistan,Sindh,1174653
Kasihan,Indonesia,Yogyakarta,2005237
Kasimov,Russia,Ryazan Oblast,551891
Kasli,Russia,Chelyabinsk,1504251
Kasoa,Ghana,Central,2296458
Kasongo,Democratic Republic of the Congo,Maniema,213940
Kasongo-Lunda,Democratic Republic of the Congo,Kwango,2315026
Kaspiysk,Russia,Dagestan,551847
Kasrāwad,India,Madhya Pradesh,1267558
Kassala,Sudan,Kassala,372753
Kassel,Germany,Hesse,2892518
Kasserine,Tunisia,Kasserine Governorate,2473457
Kastamonu,Turkey,Kastamonu,743882
Kastanayevo,Russia,Moscow Oblast,551835
Kasterlee,Belgium,Flanders,2794663
Kasugai,Japan,Aichi,1859891
Kasukabe,Japan,Saitama,1859884
Kasulu,Tanzania,Kigoma,158214
Kasungu,Malawi,Central Region,928534
Kasur,Pakistan,Punjab,1174625
Katangi,India,Madhya Pradesh,1267537
Katangi,India,Madhya Pradesh,1267538
Kataragama,Sri Lanka,Uva,1241076
Katav-Ivanovsk,Russia,Chelyabinsk,551794
Kataysk,Russia,Kurgan Oblast,1504212
Katerero,Tanzania,Kagera,158179
Kateríni,Greece,Central Macedonia,735914
Katghora,India,Chhattisgarh,1267517
Kathmandu,Nepal,Bagmati Province,1283240
Kathu,Thailand,Phuket,1153035
Kathua,India,Jammu and Kashmir,1267486
Kati,Mali,Koulikoro,2455558
Katihar,India,Bihar,1267480
Katima Mulilo,Namibia,Zambezi,877178
Katiola,Ivory Coast,Vallée du Bandama,2287298
Katobu,Indonesia,Southeast Sulawesi,1640972
Katori-shi,Japan,Chiba,2112319
Katoro,Tanzania,Geita,158160
Katowice,Poland,Silesia,3096472
Katrineholm,Sweden,Södermanland,2701223
Katsina,Nigeria,Katsina,2334802
Katsina-Ala,Nigeria,Benue,2334801
Katsuragi,Japan,Nara,6822119
Katsuren-haebaru,Japan,Okinawa,1863426
Katsuta,Japan,Ibaraki,2112312
Katsuura,Japan,Chiba,2112309
Katsuyama,Japan,Fukui,1859765
Kattanam,India,Kerala,1267435
Kattaqo’rg’on Shahri,Uzbekistan,Samarqand,1216982
Kattivākkam,India,Tamil Nadu,1267433
Katumba,Tanzania,Mbeya,158151
Katunayaka,Sri Lanka,Western,1240935
Katutura,Namibia,Khomas,3356294
Katwijk aan Zee,Netherlands,South Holland,2753010
Katy,United States,Texas,4702732
Katō,Japan,Hyōgo,11611935
Kaufbeuren,Germany,Bavaria,2892080
Kaukauna,United States,Wisconsin,5258296
Kaulsdorf,Germany,Berlin,2892051
Kaunas,Lithuania,Kaunas,598316
Kaura Namoda,Nigeria,Zamfara,2334756
Kavadarci,North Macedonia,Kavadarci,789541
Kavajë,Albania,Tirana,3185211
Kavaklı,Turkey,Istanbul,743818
Kavalerovo,Russia,Primorye,2023058
Kavála,Greece,East Macedonia and Thrace,735861
Kawage,Japan,Mie,6696932
Kawagoe,Japan,Saitama,1859740
Kawaguchi,Japan,Saitama,1859730
Kawalu,Indonesia,West Java,1640902
Kawambwa,Zambia,Luapula,176555
Kawaminami,Japan,Miyazaki,1859688
Kawanishi,Japan,Hyōgo,1859675
Kawanoechō,Japan,Ehime,1926116
Kawardha,India,Chhattisgarh,1267369
Kawasaki,Japan,Kanagawa,1859642
Kawasaki,Japan,Fukuoka,1859647
Kawit,Philippines,Calabarzon,1709003
Kawm Umbū,Egypt,Aswan,353802
Kawm Ḩamādah,Egypt,Beheira,353828
Kawthoung,Myanmar,Tanintharyi,1319573
Kax,China,Xinjiang,1538369
Kaya,Burkina Faso,Centre-Nord,2359608
Kayalpattinam,India,Tamil Nadu,1267361
Kayan,Myanmar,Yangon,1319533
Kayanza,Burundi,Kayanza,430952
Kayar,Senegal,Thiès,2250677
Kayes,Republic of the Congo,Bouenza,2259383
Kayes,Mali,Kayes,2455518
Kayseri,Turkey,Kayseri,308464
Kaysville,United States,Utah,5776715
Kayunga,Uganda,Central Region,231696
Kayyerkan,Russia,Krasnoyarsk Krai,1504139
Kazan,Russia,Tatarstan Republic,551487
Kazan,Turkey,Ankara,743615
Kazanlak,Bulgaria,Stara Zagora,730496
Kazincbarcika,Hungary,Borsod-Abaúj-Zemplén,719311
Kazo,Japan,Saitama,1859586
Kaédi,Mauritania,Gorgol,2378736
Kaélé,Cameroon,Far North,2230599
Kağızman,Turkey,Kars Province,744873
Kearney,United States,Nebraska,5071348
Kearns,United States,Utah,5776727
Kearny,United States,New Jersey,5099967
Kebili,Tunisia,Kebili Governorate,2468018
Kebomas,Indonesia,East Java,1640765
Kebonarun,Indonesia,Central Java,1640755
Kecskemét,Hungary,Bács-Kiskun,3050434
Kediri,Indonesia,East Java,1640660
Kedrovka,Russia,Kuzbass,1503940
Kedungwaru,Indonesia,East Java,1640585
Kedungwuni,Indonesia,Central Java,1640581
Keelakarai,India,Tamil Nadu,1252646
Keelung,Taiwan,Taiwan,1678228
Keene,United States,New Hampshire,5088262
Keetmanshoop,Namibia,Karas,3356264
Kefamenanu,Indonesia,East Nusa Tenggara,1640576
Keffi,Nigeria,Nassarawa,2334652
Keflavík,Iceland,Southern Peninsula,3415496
Kegalle,Sri Lanka,Sabaragamuwa,1240723
Kehl,Germany,Baden-Wurttemberg,2891951
Keighley,United Kingdom,England,2645889
Keilor East,Australia,Victoria,9972422
Keizer,United States,Oregon,5734711
Kekri,India,Rajasthan,1267336
Kelaniya,Sri Lanka,Western,1240622
Kelheim,Germany,Bavaria,2891834
Kelkheim,Germany,Hesse,2891832
Kelkit,Turkey,Gümüşhane Province,743537
Keller,United States,Texas,4702828
Kellyville,Australia,New South Wales,8347736
Kelo,Chad,Tandjilé,2430506
Kelowna,Canada,British Columbia,5990579
Kelīshād va Sūdarjān,Iran,Isfahan,418723
Kemalpaşa,Turkey,İzmir Province,308224
Kemer,Turkey,Antalya,308220
Kemerovo,Russia,Kuzbass,1503901
Kemi,Finland,Lapland,653281
Kemisē,Ethiopia,Amhara,333356
Kempen,Germany,North Rhine-Westphalia,2891643
Kempston,United Kingdom,England,2645831
Kempston Hardwick,United Kingdom,England,6947168
Kempten (Allgäu),Germany,Bavaria,2891621
Kemrī,India,Uttar Pradesh,1267297
Ken Caryl,United States,Colorado,5427207
Kencong,Indonesia,East Java,1640354
Kenda,India,West Bengal,1267290
Kendal,United Kingdom,England,2645826
Kendale Lakes,United States,Florida,4160705
Kendall,United States,Florida,4160711
Kendall West,United States,Florida,7260327
Kendari,Indonesia,Southeast Sulawesi,1640344
Kendrāparha,India,Odisha,1267283
Kenema,Sierra Leone,Eastern Province,2407790
Kenilworth,United Kingdom,England,2645822
Keningau,Malaysia,Sabah,1734098
Kenitra,Morocco,Rabat-Salé-Kénitra,2544571
Kenmore,United States,New York,5123247
Kenmore,United States,Washington,5799587
Kennedy Park,Canada,Ontario,5990916
Kenner,United States,Louisiana,4329753
Kennesaw,United States,Georgia,4203696
Kennewick,United States,Washington,5799610
Kenora,Canada,Ontario,5991055
Kenosha,United States,Wisconsin,5258393
Kenscoff,Haiti,Ouest,3723440
Kensington,Australia,New South Wales,2161608
Kensington,United States,New York,5123280
Kensington-Chinatown,Canada,Ontario,12156886
Kent,United States,Ohio,5159537
Kent,United States,Washington,5799625
Kentau,Kazakhstan,South Kazakhstan,1522751
Kentwood,United States,Michigan,4998018
Kenwood,United States,Illinois,4898401
Kepala Batas,Malaysia,Penang,1735506
Kepanjen,Indonesia,East Java,1640296
Keratsíni,Greece,Attica,260204
Kerava,Finland,Uusimaa,653185
Kerch,Ukraine,Crimea,706524
Keren,Eritrea,Anseba,333287
Kericho,Kenya,Kericho,192900
Kerkera,Algeria,Skikda,2492345
Kerki,Turkmenistan,Lebap,1219002
Kerkrade,Netherlands,Limburg,2752923
Kerman,Iran,Kerman,128234
Kermanshah,Iran,Kermānshāh,128226
Kernersville,United States,North Carolina,4474221
Kerpen,Germany,North Rhine-Westphalia,2891524
Kerrville,United States,Texas,4703078
Kertih,Malaysia,Terengganu,1734316
Kertosono,Indonesia,East Java,1640185
Kerugoya,Kenya,Kirinyaga,192859
Kerūr,India,Karnataka,1267239
Kesabpur,Bangladesh,Khulna,1197895
Keshod,India,Gujarat,1267227
Keshorai Pātan,India,Rajasthan,1267226
Kesinga,India,Odisha,1267222
Keskin,Turkey,Kırıkkale,308024
Kessel-Lo,Belgium,Flanders,2794507
Kestel,Turkey,Bursa Province,743404
Keswick,Canada,Ontario,5991370
Keszthely,Hungary,Zala,3050212
Keta,Ghana,Volta,2299645
Ketanggungan,Indonesia,Central Java,1640138
Kettering,United Kingdom,England,2645753
Kettering,United States,Ohio,4515843
Kevelaer,Germany,North Rhine-Westphalia,2891258
Kew,Australia,Victoria,2161540
Kew Gardens,United States,New York,5123344
Kew Gardens Hills,United States,New York,7250691
Key West,United States,Florida,4160812
Keynsham,United Kingdom,England,2645733
Keysborough,Australia,Victoria,2161532
Keystone,United States,Florida,4160822
Keşan,Turkey,Edirne,743439
Kežmarok,Slovakia,Prešovský kraj,724503
Kfar Saba,Israel,Central District,294514
Kfar Yona,Israel,Central District,294492
Khabarovsk,Russia,Khabarovsk,2022890
Khabarovsk Vtoroy,Russia,Khabarovsk,2056752
Khada,India,Uttar Pradesh,1267202
Khadki,India,Maharashtra,1267195
Khadyzhensk,Russia,Krasnodar Krai,550846
Khagaria,India,Bihar,1267189
Khagaul,India,Bihar,1267187
Khagrachhari,Bangladesh,Chittagong,1185252
Khair,India,Uttar Pradesh,1267182
Khairpur,Pakistan,Sindh,1174357
Khairpur Mir’s,Pakistan,Sindh,1162004
Khairpur Nathan Shah,Pakistan,Sindh,1174344
Khairpur Tamewah,Pakistan,Punjab,1174355
Khairābād,India,Uttar Pradesh,1267175
Khairāgarh,India,Chhattisgarh,1267173
Khairāgarh,India,Chhattisgarh,1267174
Khajuraho Group of Monuments,India,Madhya Pradesh,1267154
Khalabat,Pakistan,Khyber Pakhtunkhwa,1174301
Khalifah A City,United Arab Emirates,Abu Dhabi,8057551
Khalkhāl,Iran,Ardabīl,128008
Khalándrion,Greece,Attica,260172
Khalīlābād,India,Uttar Pradesh,1267115
Khamaria,India,Madhya Pradesh,1267097
Khambhāliya,India,Gujarat,1267091
Khambhāt,India,Gujarat,1267090
Khamis Mushait,Saudi Arabia,'Asir Region,105072
Khammam,India,Telangana,1267076
Khanabad,Afghanistan,Kunduz,1137168
Khandela,India,Rajasthan,1267044
Khandwa,India,Madhya Pradesh,1267031
Khangah Dogran,Pakistan,Punjab,1174217
Khangarh,Pakistan,Punjab,1174211
Khanna,India,Punjab,1267016
Khanpur,Pakistan,Punjab,1174167
Khanpur Mahar,Pakistan,Sindh,1174171
Khanty-Mansiysk,Russia,Khanty-Mansia,1503772
Khanu Woralaksaburi,Thailand,Kamphaeng Phet,1152953
Khao Wong,Thailand,Kalasin,1609990
Khao Yoi,Thailand,Phetchaburi,1152919
Kharabali,Russia,Astrakhan Oblast,550671
Kharagpur,India,Bihar,1266975
Kharagpur,India,West Bengal,1266976
Kharakvasla,India,Maharashtra,1266966
Kharan,Pakistan,Balochistan,1174062
Kharar,India,Punjab,1266960
Khardah,India,West Bengal,1266945
Khargone,India,Madhya Pradesh,1266928
Kharian,Pakistan,Punjab,1174042
Kharkhauda,India,Haryana,1266891
Kharkiv,Ukraine,Kharkiv,706483
Kharsia,India,Chhattisgarh,1266872
Khartoum,Sudan,Khartoum,379252
Khartsyzk,Ukraine,Donetsk,706466
Khasab,Oman,Musandam Governorate,287614
Khasavyurt,Russia,Dagestan,550478
Khashuri,Georgia,Shida Kartli,613988
Khatauli,India,Uttar Pradesh,1266849
Khatīma,India,Uttarakhand,1266843
Khawr Fakkān,United Arab Emirates,Sharjah,291696
Kheda,India,Gujarat,1266809
Khedbrahma,India,Gujarat,1266806
Khekra,India,Uttar Pradesh,1266794
Khemis el Khechna,Algeria,Boumerdes,2491913
Khemis Miliana,Algeria,Aïn Defla,2491911
Khemisset,Morocco,Rabat-Salé-Kénitra,2558470
Khenchela,Algeria,Khenchela,2491889
Khenifra,Morocco,Béni Mellal-Khénifra,2544333
Kheri,India,Uttar Pradesh,1266762
Kherson,Ukraine,Kherson,706448
Kherālu,India,Gujarat,1266774
Khetia,India,Maharashtra,1266746
Khetri,India,Rajasthan,1266744
Khewra,Pakistan,Punjab,1173920
Khilchipur,India,Madhya Pradesh,1266731
Khimki,Russia,Moscow Oblast,550280
Khirdalan,Azerbaijan,Abşeron,585915
Khirkiyān,India,Madhya Pradesh,1266710
Khlong Luang,Thailand,Pathum Thani,1609899
Khmelnytskyi,Ukraine,Khmelnytskyi,706369
Khmilnyk,Ukraine,Vinnytsia,706380
Khobar,Saudi Arabia,Eastern Province,109323
Kholmsk,Russia,Sakhalin Oblast,2124615
Kholmskiy,Russia,Krasnodar Krai,549741
Khomeyn,Iran,Markazi,127403
Khomeynī Shahr,Iran,Isfahan,418710
Khon Buri,Thailand,Nakhon Ratchasima,1609795
Khon Kaen,Thailand,Khon Kaen,1609776
Khopoli,India,Maharashtra,1266666
Khoroshëvo-Mnevniki,Russia,Moscow Oblast,549479
Khorramabad,Iran,Lorestan Province,127349
Khorramdarreh,Iran,Zanjan,41210
Khorramshahr,Iran,Khuzestan,127319
Khorugh,Tajikistan,Gorno-Badakhshan,1221328
Khosta,Russia,Krasnodar Krai,549424
Khot'kovo,Russia,Moscow Oblast,549373
Khouribga,Morocco,Béni Mellal-Khénifra,2544248
Khovd,Mongolia,Hovd,1516048
Khowai,India,Tripura,1266649
Khowy,Iran,West Azerbaijan,126972
Khrestivka,Ukraine,Donetsk,705797
Khromtau,Kazakhstan,Aqtöbe,609404
Khrustalnyi,Ukraine,Luhansk,704202
Khujand,Tajikistan,Sughd,1514879
Khuldābād,India,Maharashtra,1266631
Khulm,Afghanistan,Balkh,1136575
Khulna,Bangladesh,Khulna,1336135
Khunti,India,Jharkhand,1266622
Khurai,India,Madhya Pradesh,1266620
Khurda,India,Odisha,1266616
Khurja,India,Uttar Pradesh,1266607
Khurrianwala,Pakistan,Punjab,1173692
Khushāb,Pakistan,Punjab,1173687
Khust,Ukraine,Transcarpathia,706165
Khuzdar,Pakistan,Balochistan,1173664
Khvānsār,Iran,Isfahan,127033
Khāchrod,India,Madhya Pradesh,1267203
Khāliş,Iraq,Diyālá,99169
Khāmgaon,India,Maharashtra,1267084
Khān Shaykhūn,Syria,Idlib,168325
Khān Yūnis,Palestinian Territory,Gaza Strip,281124
Khānāpur,India,Karnataka,1267065
Khāpa,India,Maharashtra,1267006
Khārupatia,India,Assam,1266862
Khāsh,Afghanistan,Nimroz,1136863
Khāsh,Iran,Sistan and Baluchestan,1160571
Khātegaon,India,Madhya Pradesh,1266847
Khātra,India,West Bengal,1266838
Khā̃dbāri̇̄,Nepal,Province 1,1283217
Khōst,Afghanistan,Khowst,1136469
Khūtār,India,Uttar Pradesh,1266596
Kiambu,Kenya,Kiambu,192710
Kibaha,Tanzania,Pwani,158027
Kibakwe,Tanzania,Dodoma,158024
Kibara,Tanzania,Mara,158016
Kibiti,Tanzania,Pwani,157977
Kibondo,Tanzania,Kigoma,157960
Kibre Mengist,Ethiopia,Oromiya,333103
Kibungo,Rwanda,Eastern Province,202068
Kibuye,Rwanda,Western Province,202065
Kichha,India,Uttarakhand,1266575
Kidapawan,Philippines,Soccsksargen,1708824
Kidatu,Tanzania,Morogoro,157863
Kidderminster,United Kingdom,England,2645724
Kidlington,United Kingdom,England,2645722
Kidodi,Tanzania,Morogoro,157826
Kidsgrove,United Kingdom,England,2645721
Kiel,Germany,Schleswig-Holstein,2891122
Kielce,Poland,Świętokrzyskie,769250
Kierspe,Germany,North Rhine-Westphalia,2891014
Kiffa,Mauritania,Assaba,2378538
Kifisiá,Greece,Attica,259824
Kifrī,Iraq,Diyālá,94298
Kigali,Rwanda,Kigali,202061
Kigoma,Tanzania,Kigoma,157738
Kigonsera,Tanzania,Ruvuma,878400
Kihangara,Tanzania,Mwanza,155307
Kikinda,Serbia,Vojvodina,789518
Kikuchi,Japan,Kumamoto,1859492
Kikugawa,Japan,Shizuoka,6822193
Kikuyu,Kenya,Kiambu,192126
Kikwit,Democratic Republic of the Congo,Kwilu,2314705
Kilburn,United Kingdom,England,6690572
Kilifi,Kenya,Kilifi,192067
Kilis,Turkey,Kilis,307864
Kiliya,Ukraine,Odessa,705883
Kilju,North Korea,Hambuk,2043484
Kilkenny,Ireland,Leinster,2963398
Kilkís,Greece,Central Macedonia,735736
Killeen,United States,Texas,4703223
Killingly Center,United States,Connecticut,4837278
Kilmarnock,United Kingdom,Scotland,2645605
Kilosa,Tanzania,Morogoro,157403
Kilwinning,United Kingdom,Scotland,2645541
Kimbe,Papua New Guinea,West New Britain,2093967
Kimberley,South Africa,Northern Cape,990930
Kimhae,South Korea,Gyeongsangnam-do,1842943
Kimitsu,Japan,Chiba,1907307
Kimje,South Korea,Jeollabuk-do,1842939
Kimovsk,Russia,Tula Oblast,548658
Kimry,Russia,Tver Oblast,548652
Kinarut,Malaysia,Sabah,1733449
Kindia,Guinea,Kindia,2419533
Kindu,Democratic Republic of the Congo,Maniema,212902
Kinel’,Russia,Samara Oblast,548625
Kinel’-Cherkassy,Russia,Samara Oblast,548622
Kineshma,Russia,Ivanovo Oblast,548605
King of Prussia,United States,Pennsylvania,5196220
King's Lynn,United Kingdom,England,2645456
Kingisepp,Russia,Leningradskaya Oblast',548602
Kingman,United States,Arizona,5301067
Kingori,Tanzania,Arusha,157268
Kings Bridge,United States,New York,5123443
Kings Park,United States,New York,5123456
Kingsford,Australia,New South Wales,6621337
Kingsland,United States,Georgia,4204007
Kingsport,United States,Tennessee,4634662
Kingston,Canada,Ontario,5992500
Kingston,Jamaica,Kingston,3489854
Kingston,Norfolk Island,N/A,2161314
Kingston,United States,New York,5123477
Kingston upon Hull,United Kingdom,England,2645425
Kingstown,Saint Vincent and the Grenadines,Saint George,3577887
Kingstown Park,Saint Vincent and the Grenadines,Saint George,3748726
Kingsview Village-The Westway,Canada,Ontario,12156906
Kingsville,United States,Texas,4703384
Kingswinford,United Kingdom,England,2645420
Kingswood,United Kingdom,England,2645418
Kinna,Sweden,Västra Götaland,2700839
Kinokawa,Japan,Wakayama,6822171
Kinshasa,Democratic Republic of the Congo,Kinshasa,2314302
Kinston,United States,North Carolina,4474436
Kintampo,Ghana,Bono East,2299625
Kintinian,Guinea,Kankan,2419498
Kinwat,India,Maharashtra,1266518
Kinzan,South Korea,Chungcheongnam-do,1842153
Kināna,Sudan,Sinnār,372386
Kiomboi,Tanzania,Singida,157198
Kippax,United Kingdom,England,2645347
Kipushi,Democratic Republic of the Congo,Haut-Katanga,922806
Kirando,Tanzania,Rukwa,157107
Kirandul,India,Chhattisgarh,8581647
Kiraoli,India,Uttar Pradesh,1266510
Kiratu,Tanzania,Arusha,158324
Kirchhain,Germany,Hesse,2890504
Kirchheim unter Teck,Germany,Baden-Wurttemberg,2890473
Kirchlengern,Germany,North Rhine-Westphalia,2890425
Kirdāsah,Egypt,Giza,353492
Kireka,Uganda,Central Region,231139
Kireyevsk,Russia,Tula Oblast,548506
Kirguli,Uzbekistan,Fergana,1513555
Kırıkhan,Turkey,Hatay,307657
Kırıkkale,Turkey,Kırıkkale,307654
Kirishi,Russia,Leningradskaya Oblast',548442
Kirishima,Japan,Kagoshima,7303138
Kırkağaç,Turkey,Manisa,307623
Kirkby,United Kingdom,England,2645313
Kirkby in Ashfield,United Kingdom,England,2645309
Kirkcaldy,United Kingdom,Scotland,2645298
Kirkintilloch,United Kingdom,Scotland,2645261
Kirkkonummi,Finland,Uusimaa,649630
Kirkland,Canada,Quebec,5992830
Kirkland,United States,Washington,5799841
Kırklareli,Turkey,Kırklareli,743166
Kirksville,United States,Missouri,5055787
Kirkuk,Iraq,Kirkuk,94787
Kirkwood,United States,Missouri,4393739
Kirov,Russia,Kirov Oblast,548408
Kirov,Russia,Kaluga Oblast,548410
Kirovgrad,Russia,Sverdlovsk Oblast,1503335
Kirovo-Chepetsk,Russia,Kirov Oblast,548395
Kirovsk,Russia,Murmansk,548391
Kirovsk,Russia,Leningradskaya Oblast',548392
Kirsanov,Russia,Tambov Oblast,548330
Kirtipur,Nepal,Bagmati Province,1283190
Kiruna,Sweden,Norrbotten,605155
Kirwan,Australia,Queensland,8349354
Kiryas Joel,United States,New York,5123533
Kiryat Gat,Israel,Southern District,293842
Kiryat Ono,Israel,Tel Aviv,12031840
Kiryū,Japan,Gunma,1859405
Kirzhach,Russia,Vladimir Oblast,548278
Kırşehir,Turkey,Kırşehir,307515
Kisai,Japan,Saitama,1859400
Kisangani,Democratic Republic of the Congo,Tshopo,212730
Kisaran,Indonesia,North Sumatra,1214882
Kisarazu,Japan,Chiba,1859393
Kisela Voda,North Macedonia,Grad Skopje,863675
Kiselëvsk,Russia,Kuzbass,1503277
Kisesa,Tanzania,Simiyu,156974
Kishanganj,India,Bihar,1266489
Kishangarh,India,Rajasthan,1266486
Kishapu,Tanzania,Shinyanga,156963
Kishiwada,Japan,Ōsaka,1859383
Kishorganj,Bangladesh,Dhaka,1337249
Kishtwār,India,Jammu and Kashmir,1266475
Kisi,Nigeria,Oyo,2334327
Kisii,Kenya,Kisii,191299
Kiskunfélegyháza,Hungary,Bács-Kiskun,3049885
Kiskunhalas,Hungary,Bács-Kiskun,3049880
Kiskőrös,Hungary,Bács-Kiskun,3049896
Kislovodsk,Russia,Stavropol Kray,548114
Kismayo,Somalia,Lower Juba,55671
